christians,lgbt,feminists,poor,welfare,conservs,liberals,unions,business,blacks
50,50,70,85,70,70,85,97,70,75
50,0,50,97,50,50,50,50,70,50
50,40,40,50,50,50,50,50,50,65
50,97,50,70,85,85,97,97,50,90
50,50,50,60,40,60,15,50,0,60
60,50,10,70,50,70,20,50,40,70
40,10,40,30,30,85,10,15,85,50
0,50,60,70,50,0,70,40,15,70
50,90,60,50,40,40,40,40,40,70
60,30,50,70,70,50,50,40,30,50
50,0,0,97,50,15,60,85,0,50
70,50,50,85,70,50,60,70,60,60
30,70,60,80,55,15,75,90,15,65
50,0,0,50,15,50,0,0,50,50
0,50,30,30,30,80,15,0,80,20
70,15,15,85,15,97,0,0,50,0
25,25,25,25,2,25,70,25,25,60
20,50,50,65,50,20,80,85,35,65
97,15,50,97,90,50,50,97,50,97
85,0,40,30,5,75,5,0,65,40
40,75,85,97,75,70,75,50,75,70
50,50,40,80,50,90,40,85,80,95
15,85,40,30,0,50,50,40,30,40
0,97,70,60,60,30,70,30,40,70
60,50,70,85,60,50,50,50,50,60
80,99,85,97,80,9,99,99,0,97
60,50,50,50,20,80,30,10,60,70
15,60,0,80,40,97,0,0,97,10
99,99,99,99,99,99,99,99,99,99
50,70,70,85,70,60,70,70,60,70
30,10,40,50,40,60,10,30,50,75
40,50,30,30,15,15,0,40,15,15
99,99,99,99,99,99,99,99,99,99
15,97,70,70,60,30,70,60,60,85
50,50,0,85,50,50,50,50,15,60
60,60,70,70,60,60,60,70,60,70
0,55,80,75,50,2,85,97,2,50
0,50,50,70,50,30,30,15,60,90
97,0,40,70,40,97,0,90,97,65
15,50,50,50,50,15,70,50,15,80
60,30,30,50,40,85,0,50,40,50
0,80,90,95,95,0,95,90,30,80
60,60,50,80,60,60,50,50,50,85
15,97,50,80,20,75,0,5,20,35
4,65,95,70,60,30,70,85,10,60
0,95,95,97,50,15,90,15,30,90
99,99,99,99,99,99,99,99,99,99
60,30,40,80,55,30,30,45,60,97
99,99,99,99,99,99,99,99,99,99
30,97,40,70,60,25,55,50,20,45
40,30,30,60,40,50,50,60,20,85
70,45,60,50,20,75,5,5,60,65
50,50,15,30,15,50,50,50,97,30
15,97,95,85,70,30,95,85,5,70
59,48,21,72,63,29,19,62,0,61
99,99,99,99,99,99,99,99,99,99
89,0,66,71,88,97,69,1,71,89
60,40,40,50,30,70,0,30,60,30
95,95,90,97,0,80,85,10,10,60
99,99,99,99,99,99,99,99,99,99
50,50,55,75,50,70,35,45,60,70
0,75,60,50,65,30,60,35,20,50
35,70,70,65,40,60,35,15,30,70
0,60,70,75,45,10,85,65,30,80
97,50,0,97,40,97,0,15,40,85
97,97,0,40,25,65,15,35,40,55
0,50,70,50,50,0,85,85,15,50
40,15,15,70,40,50,15,60,70,60
50,40,50,80,50,50,50,70,30,75
0,45,70,65,50,30,70,55,40,75
70,0,15,85,15,75,40,60,75,60
40,60,40,60,15,60,70,50,30,70
15,97,85,85,60,30,70,60,30,75
0,50,50,60,15,15,40,0,0,85
60,50,50,70,70,60,50,50,60,50
97,50,0,85,60,97,0,15,60,85
3,50,60,55,50,15,55,75,15,85
1,97,2,97,1,1,1,1,1,2
50,15,40,70,50,50,50,30,40,75
50,50,50,97,40,50,50,40,0,85
0,50,15,60,15,40,10,15,5,80
99,50,99,99,99,99,99,10,99,33
0,0,0,50,50,0,0,97,0,50
65,50,0,70,50,75,0,0,85,50
40,60,60,50,20,55,0,20,50,70
50,50,50,50,50,50,70,60,60,80
85,33,55,51,45,85,1,5,60,50
20,75,50,50,40,40,55,50,50,60
50,0,15,50,0,50,50,0,85,15
15,50,60,60,50,30,70,50,15,50
70,30,40,60,15,50,80,35,85,60
0,50,50,50,40,30,75,70,75,85
0,75,70,75,50,0,75,60,0,50
56,97,50,63,87,54,87,97,90,85
15,70,60,70,60,20,80,60,50,50
30,30,60,70,50,90,0,70,60,75
85,15,40,60,40,85,15,15,60,70
97,85,50,85,85,85,0,30,85,85
70,70,50,70,50,85,0,0,97,60
50,80,50,75,50,50,50,40,40,80
85,15,40,50,15,60,15,30,30,70
85,0,50,70,60,40,70,40,50,85
49,50,50,90,75,70,45,45,70,95
50,50,50,50,0,50,50,50,50,15
60,85,60,70,60,85,15,40,70,70
80,15,60,60,40,60,70,40,80,60
0,80,80,50,50,15,90,50,30,60
0,0,0,97,97,0,97,97,40,97
0,1,30,85,49,60,15,15,70,90
0,90,0,87,60,0,0,50,10,50
60,15,15,40,15,90,3,0,85,70
85,0,60,85,40,60,40,0,40,60
50,0,30,60,50,50,0,0,50,50
10,85,50,85,70,20,70,70,15,80
50,50,60,60,50,40,50,40,40,60
50,70,50,60,60,60,85,60,50,85
25,50,30,50,50,60,40,25,55,50
0,50,30,60,50,20,0,30,20,85
40,15,45,50,20,60,10,15,30,50
50,15,50,40,30,20,50,0,30,20
97,0,35,65,40,75,45,60,55,55
15,50,70,50,50,30,50,50,30,70
50,85,50,85,50,50,50,65,40,75
50,50,50,70,30,50,45,80,30,10
99,99,99,99,99,99,15,99,99,99
0,70,79,60,40,30,60,40,70,60
15,55,50,60,45,55,40,55,45,75
50,50,60,70,50,40,50,75,30,50
40,65,55,60,60,55,60,55,40,60
99,99,99,99,99,99,99,99,99,99
0,85,60,80,60,60,60,60,70,97
50,70,70,70,40,30,70,50,15,85
99,99,99,99,99,99,99,99,99,99
50,0,10,95,50,85,0,50,70,85
99,99,99,99,99,99,99,99,99,99
0,70,85,70,50,0,85,60,15,97
99,99,99,99,99,99,99,99,99,99
99,60,50,70,50,40,60,50,40,70
60,0,12,65,50,55,13,20,35,75
50,97,50,97,65,50,50,60,65,97
75,70,40,85,70,85,15,20,70,50
20,0,0,60,0,15,2,2,65,30
90,50,50,70,40,80,20,20,50,50
60,85,85,95,50,15,85,70,40,85
40,50,50,50,50,70,40,80,85,85
99,99,40,70,50,70,40,60,40,40
50,85,50,85,97,50,50,50,50,97
0,50,75,90,50,0,90,50,15,90
70,70,70,50,30,85,5,50,60,75
50,50,50,50,40,50,50,50,50,70
75,50,50,97,30,50,50,97,50,80
99,99,99,99,99,99,99,99,99,99
25,75,40,60,25,30,45,50,50,97
85,50,30,85,70,85,15,0,85,40
99,99,99,99,99,99,99,99,99,99
60,0,50,30,50,70,50,10,30,70
40,70,60,90,60,40,60,60,40,50
50,50,50,50,50,50,30,60,75,70
50,15,40,70,40,50,0,60,50,80
5,75,60,79,55,35,55,80,15,85
50,50,50,50,50,50,50,50,50,50
60,50,50,50,0,97,0,0,50,50
99,99,99,99,99,99,99,99,99,99
30,90,85,60,40,15,85,70,25,80
60,0,15,30,0,70,15,15,85,60
51,51,51,51,51,55,51,51,51,75
0,97,85,95,85,40,85,95,15,97
30,50,30,50,40,60,0,30,60,60
0,50,97,50,30,60,50,85,0,45
99,99,99,99,99,99,99,99,99,99
0,50,15,50,40,60,0,15,60,50
0,70,85,50,50,30,70,50,30,50
25,40,30,50,55,45,50,55,60,40
50,40,50,97,40,50,15,60,30,85
50,60,50,85,70,50,50,50,60,85
30,30,50,60,40,50,50,60,50,60
15,50,70,60,60,50,50,60,50,70
40,50,45,85,70,40,30,40,90,90
5,50,90,50,50,15,75,75,0,50
0,97,97,97,97,0,97,97,0,97
0,90,97,50,50,30,97,60,30,50
0,70,70,60,50,40,70,85,50,50
70,0,20,50,10,30,10,20,20,60
60,85,45,30,20,60,40,50,15,40
50,70,70,97,70,40,40,50,85,97
15,85,50,85,50,0,75,60,0,10
70,59,50,50,50,49,50,33,10,80
60,0,0,50,40,95,10,0,85,75
70,85,70,97,97,40,85,97,60,97
15,60,70,70,70,40,60,60,70,50
30,55,55,50,50,40,40,0,85,35
95,30,3,75,55,75,10,9,70,70
40,50,30,85,50,60,30,30,70,50
40,60,60,60,50,40,70,40,60,60
5,80,0,75,25,36,51,80,5,50
99,50,15,70,50,70,0,30,50,85
50,0,0,60,20,85,0,0,60,80
99,99,99,99,99,99,99,99,99,99
50,50,50,97,97,50,50,50,50,70
50,97,97,0,0,97,29,50,50,0
30,50,55,60,30,40,65,40,40,85
90,80,20,69,60,90,15,60,75,40
80,50,80,60,30,75,40,85,30,70
60,50,70,85,60,85,30,40,85,70
50,40,30,75,40,0,0,50,0,20
50,50,50,50,50,50,40,50,50,70
10,70,80,70,65,55,77,55,50,80
35,80,55,65,40,50,40,50,35,70
75,97,85,97,97,0,85,97,15,97
90,50,0,50,50,80,0,10,55,40
85,30,60,85,60,70,15,0,70,85
40,40,50,70,70,70,40,15,60,85
50,65,50,50,40,50,50,50,50,50
50,75,50,50,0,35,80,75,50,90
50,5,20,20,30,75,5,20,40,40
50,85,70,60,40,50,70,50,60,85
50,85,70,70,65,70,70,60,70,85
0,60,50,70,30,60,60,40,40,30
20,0,40,50,0,60,15,50,30,76
50,30,40,60,60,70,40,50,60,85
0,50,5,40,10,80,1,0,60,60
15,30,65,74,45,0,88,85,37,65
85,10,50,40,20,90,30,50,85,60
30,55,50,70,60,35,60,55,50,60
30,97,70,97,85,15,97,60,50,85
99,99,99,99,99,99,99,99,99,99
0,85,70,70,70,30,70,70,40,85
85,0,0,60,30,85,0,50,85,40
2,20,69,10,6,41,5,44,24,40
70,85,30,97,30,85,15,0,85,85
15,60,85,85,15,85,0,0,15,15
50,50,70,50,50,60,50,60,50,70
79,75,79,71,66,75,75,75,73,80
50,50,50,70,40,70,35,45,75,90
50,50,85,70,50,50,70,50,50,85
90,35,30,75,70,85,30,25,60,47
50,60,60,50,50,95,40,50,50,50
50,85,40,85,30,70,10,15,85,75
50,50,50,70,30,50,50,97,50,85
50,50,70,85,60,70,75,50,65,80
99,99,99,99,99,99,99,99,99,99
60,15,40,70,40,70,30,40,40,60
90,50,10,60,15,90,15,0,70,70
40,80,60,60,40,10,97,75,40,80
50,50,30,50,15,60,70,40,30,50
90,15,15,40,30,85,0,15,70,60
60,50,25,50,35,70,15,10,50,50
51,0,15,50,0,75,0,0,55,97
10,60,70,50,50,15,60,55,20,45
40,50,85,70,60,40,70,85,30,65
97,30,10,75,35,90,10,5,90,50
60,50,70,85,65,85,85,85,60,85
70,0,0,50,40,60,0,50,50,50
50,60,60,60,50,15,70,40,30,60
65,50,40,50,15,80,15,0,50,60
0,50,0,97,50,0,50,97,0,50
80,30,60,50,50,60,40,30,50,50
97,0,97,97,75,70,50,85,65,97
40,60,50,60,40,50,50,50,60,70
50,70,30,0,0,75,0,15,75,50
60,70,60,60,30,60,33,97,0,50
75,80,50,70,50,80,40,50,70,85
99,99,99,99,99,99,99,99,99,99
25,80,50,50,15,40,50,90,15,85
99,99,99,99,99,99,99,99,99,99
0,97,0,97,85,0,0,60,0,85
50,40,40,50,30,97,0,15,60,80
80,40,0,97,70,97,15,15,95,85
50,85,60,85,70,85,30,30,70,97
18,40,67,97,90,11,85,78,30,82
70,50,30,55,40,50,50,65,55,85
10,50,60,60,60,40,50,60,50,70
10,50,85,50,50,40,55,75,50,50
40,50,15,85,50,85,15,15,70,85
0,70,60,50,50,50,60,45,0,45
99,99,99,99,99,99,99,99,99,99
50,50,40,40,15,85,15,0,60,85
10,85,75,70,65,30,85,65,40,70
25,20,25,60,30,30,35,60,25,15
85,40,0,97,40,97,0,0,97,40
55,75,65,75,55,60,40,80,80,90
66,45,46,58,60,66,49,53,42,80
0,97,90,97,85,30,97,97,30,85
15,50,60,70,70,70,50,70,40,75
99,99,99,99,99,99,99,99,99,99
97,0,0,97,10,80,20,0,50,99
99,99,99,99,99,99,99,99,99,99
85,15,0,97,50,97,0,50,85,70
99,99,99,99,99,99,99,99,99,99
70,50,85,60,60,70,70,50,75,90
99,99,99,99,99,99,99,99,99,99
60,50,60,97,70,15,75,75,15,85
40,70,60,50,40,50,30,40,40,70
15,97,40,97,97,30,40,15,30,97
75,85,50,85,85,95,30,20,85,50
0,50,50,50,0,50,0,50,0,50
0,50,60,60,50,40,70,40,30,60
60,50,40,50,50,65,15,15,60,50
40,65,30,60,20,40,10,50,20,80
97,85,30,85,30,85,15,30,85,70
60,40,50,50,50,50,50,40,50,50
50,97,85,97,70,60,70,50,60,50
50,60,55,55,45,40,45,50,50,50
0,90,50,50,50,2,66,60,30,60
97,0,97,97,20,97,75,97,75,97
0,50,0,50,50,15,0,0,50,50
85,30,30,60,40,60,30,60,60,70
70,0,50,97,0,50,50,70,0,50
70,15,0,60,40,60,0,0,50,50
99,99,99,99,99,99,99,99,99,99
80,30,50,60,15,60,60,15,50,85
15,30,40,50,50,85,0,15,50,60
99,99,99,99,99,99,99,99,99,99
50,85,85,75,75,25,90,50,85,75
0,0,0,0,0,70,10,75,20,30
10,70,50,60,70,10,50,50,60,70
70,60,30,70,99,70,15,60,15,50
99,99,99,99,99,99,99,99,99,99
0,85,85,85,70,40,85,85,0,80
85,0,15,97,50,97,15,0,85,85
50,50,50,97,60,97,15,15,16,50
40,50,65,46,40,60,65,75,70,50
80,45,10,80,50,80,0,0,70,60
50,35,85,60,55,80,10,1,97,60
80,0,0,35,10,75,50,15,85,45
50,0,40,85,15,60,50,70,60,60
20,50,75,50,50,20,75,60,45,90
60,70,75,60,70,70,80,60,70,99
0,50,15,50,45,25,30,35,45,97
50,30,60,97,30,40,50,90,75,20
58,68,73,99,99,45,68,68,66,83
0,50,60,60,50,0,50,15,15,50
40,50,50,50,0,50,50,50,45,65
50,30,50,50,30,60,0,30,50,85
70,30,50,70,30,85,15,50,50,85
85,70,85,85,85,50,50,85,40,85
90,15,15,50,40,80,30,5,85,65
15,85,60,60,15,15,15,15,30,50
0,30,20,65,35,15,25,75,10,35
0,85,85,50,50,20,50,50,0,85
50,70,70,50,0,60,0,60,50,30
75,20,65,70,70,78,30,15,76,30
70,75,40,75,2,75,10,50,10,50
50,50,50,70,50,50,60,60,40,70
70,0,50,50,40,50,50,50,50,50
40,0,0,50,50,85,0,30,60,30
30,0,0,60,0,0,0,10,0,60
50,50,30,70,30,50,50,0,30,0
50,0,50,70,40,50,50,40,40,70
50,50,50,70,70,50,50,60,60,97
99,99,99,99,99,99,99,99,99,99
60,75,50,70,20,60,30,60,30,70
0,50,55,80,50,25,40,10,10,70
85,60,50,60,35,85,20,25,70,65
25,2,4,12,0,76,0,35,40,1
50,0,15,50,50,85,30,60,50,30
35,97,50,74,18,18,74,55,32,92
15,50,50,50,40,40,50,40,40,70
10,0,0,50,50,50,50,50,40,97
50,80,60,70,80,70,50,90,40,50
3,75,50,50,50,3,75,48,40,85
85,40,30,65,70,70,15,40,85,40
97,40,50,65,49,97,10,60,70,50
50,90,89,95,80,90,55,95,80,97
66,0,33,97,44,44,55,0,88,83
95,0,0,80,60,90,0,0,60,80
0,85,60,50,50,30,70,40,30,50
70,0,0,30,15,97,0,0,97,30
99,99,99,99,99,99,99,99,99,99
15,50,50,97,35,45,0,55,40,50
85,30,85,50,30,97,0,0,85,60
45,75,55,90,65,60,25,70,40,70
60,70,50,70,60,60,50,60,50,70
99,99,99,99,99,99,99,99,99,80
0,90,97,75,60,0,85,75,0,70
97,15,50,60,50,85,40,40,50,70
70,50,60,70,50,50,60,70,50,70
30,50,40,60,40,60,60,40,40,60
60,15,50,97,97,50,50,50,0,97
99,60,85,60,50,40,60,60,40,50
85,0,50,97,0,97,0,70,50,50
15,85,60,50,40,40,60,40,45,35
10,50,50,49,29,53,45,45,30,50
60,50,50,85,60,85,30,50,70,50
15,70,60,85,50,0,85,85,15,70
0,0,0,60,30,40,15,65,0,3
50,85,70,85,85,40,50,60,60,70
15,50,60,70,50,30,85,60,30,85
50,50,15,50,15,85,0,0,85,50
20,30,50,50,50,20,20,97,0,70
85,50,25,97,50,0,75,97,0,80
0,15,40,70,20,20,40,30,40,70
50,60,70,97,45,70,55,85,40,95
30,97,50,90,88,10,50,90,70,97
85,0,85,97,50,60,85,95,40,85
20,78,60,82,56,2,70,78,33,72
75,3,65,97,60,45,55,50,10,50
10,50,60,80,50,10,70,60,20,97
50,50,40,50,50,60,49,40,40,70
50,60,40,70,50,40,60,30,0,60
0,50,0,80,50,50,70,70,60,60
85,60,60,85,50,70,85,85,70,70
50,50,40,85,50,50,30,60,70,50
0,60,50,65,20,50,60,65,50,50
50,0,0,30,50,50,0,0,0,50
5,70,75,70,60,10,90,80,35,80
35,85,55,40,55,50,50,50,65,65
99,99,99,99,99,99,99,99,99,99
40,50,50,97,60,60,30,60,85,97
55,50,10,90,50,97,0,50,75,60
80,50,25,70,50,80,0,0,80,97
97,0,30,97,97,97,0,40,97,85
0,85,40,50,50,15,40,74,30,85
30,60,70,60,60,40,70,50,30,97
50,50,50,60,50,50,50,40,40,55
50,50,50,70,40,50,50,70,30,60
50,60,75,65,60,50,50,60,50,85
50,50,0,0,0,97,0,0,85,15
50,65,70,90,65,45,80,60,50,85
0,0,5,8,60,0,0,5,22,70
50,50,40,70,40,70,30,0,50,85
85,55,35,60,40,85,35,30,55,55
0,85,85,85,70,0,85,85,30,70
30,70,85,85,60,40,60,97,0,70
50,85,50,50,50,5,50,50,50,0
35,50,66,65,55,15,60,55,40,50
99,99,99,99,99,99,99,99,99,99
90,50,60,60,20,90,30,20,60,80
99,99,99,99,99,99,99,99,99,99
0,95,90,87,60,0,95,90,0,70
99,99,99,99,99,99,99,99,99,99
50,60,70,85,70,70,30,70,60,60
99,99,99,99,99,99,99,99,99,99
97,0,20,60,15,97,10,10,35,50
60,50,30,70,50,80,25,20,50,65
5,60,95,70,50,20,90,50,70,75
50,50,50,40,25,75,10,15,65,50
50,60,50,60,25,60,35,45,60,50
60,60,50,60,40,30,75,60,76,85
70,15,0,85,15,85,15,0,85,70
55,75,35,60,60,75,45,35,40,60
80,97,97,97,90,50,80,97,10,97
0,97,97,97,97,15,97,97,15,97
15,50,15,50,40,85,15,60,97,60
50,70,85,97,50,1,85,97,30,85
40,60,40,70,50,60,30,30,60,50
0,0,0,97,97,0,0,60,0,50
15,60,85,97,85,0,50,60,0,97
60,85,60,97,70,85,40,60,60,97
40,40,50,60,40,70,40,60,60,60
50,50,45,50,40,60,30,45,60,65
50,70,30,50,40,60,10,0,70,75
97,5,0,90,60,97,0,0,90,95
85,60,70,60,60,50,50,60,50,60
34,23,56,45,34,34,45,50,34,50
70,0,1,50,40,85,0,0,80,60
60,50,50,97,97,50,20,30,50,97
40,85,85,85,60,60,60,40,70,90
0,80,90,80,30,40,95,30,70,85
50,10,50,40,30,50,60,40,60,30
60,10,15,30,15,85,0,40,60,40
70,0,40,70,50,85,40,30,70,70
80,0,0,70,1,85,0,5,15,5
50,0,75,20,10,50,25,70,65,15
50,50,50,50,50,40,70,50,50,85
10,70,90,15,40,10,80,85,0,30
40,60,40,50,40,40,40,30,40,50
97,0,50,97,85,70,40,0,0,85
75,70,5,85,80,85,5,2,90,85
50,50,50,60,50,50,60,60,50,70
15,97,50,80,15,50,0,30,85,97
97,0,50,97,50,97,0,50,50,40
0,60,85,60,60,30,70,85,40,60
45,70,55,70,60,45,55,55,60,65
60,40,70,60,40,70,60,85,40,70
30,0,40,80,30,50,10,10,10,40
95,15,30,60,20,95,15,25,60,97
99,99,99,99,99,99,99,99,99,99
10,85,90,60,40,40,75,40,60,80
65,50,45,65,65,75,35,20,65,60
5,90,97,80,65,0,90,80,10,80
50,40,40,50,30,70,30,30,60,50
85,0,50,50,50,85,0,0,85,55
50,50,40,85,40,0,97,97,40,40
97,70,70,97,30,70,70,15,0,50
7,90,97,85,85,6,80,85,40,96
50,85,50,70,50,85,60,60,70,85
25,80,70,65,60,35,80,65,35,80
10,65,60,60,50,40,70,65,10,65
25,90,85,70,50,40,75,75,70,90
40,50,50,65,48,53,52,65,48,75
50,85,50,85,40,40,60,0,60,90
50,50,60,60,50,70,30,40,60,70
99,99,99,99,99,99,99,99,99,99
50,15,50,50,50,85,0,30,70,50
80,50,5,50,45,80,0,5,85,50
40,0,50,60,15,40,40,40,40,30
50,0,15,85,15,97,0,0,85,30
0,60,50,60,60,40,55,30,40,50
99,70,99,99,60,70,99,99,50,50
50,50,50,85,50,60,40,70,50,50
97,15,0,70,30,97,0,0,85,85
0,45,65,60,45,0,65,70,50,60
60,40,60,70,50,60,85,70,40,90
0,97,40,90,60,0,90,75,0,70
60,50,40,85,60,70,30,70,85,80
15,50,15,75,65,30,30,0,15,60
15,70,50,50,15,50,50,20,80,75
50,50,50,50,40,50,50,50,40,90
30,50,70,50,50,40,70,97,15,50
75,50,50,50,50,55,40,60,45,50
2,75,75,75,70,50,50,51,15,70
0,50,40,50,30,15,60,40,50,50
30,85,70,85,60,0,70,60,0,50
70,50,40,50,40,50,50,15,40,60
70,50,50,97,40,85,50,0,15,60
85,50,40,97,50,60,40,0,60,70
15,50,50,60,40,40,60,40,60,60
95,60,0,60,30,97,0,20,85,5
70,35,45,97,80,70,70,75,65,85
99,99,99,99,99,99,99,99,99,99
40,97,97,97,30,50,70,40,0,85
30,50,50,50,30,50,50,2,50,50
97,35,45,85,45,95,5,5,85,75
0,90,50,78,80,40,50,50,30,70
85,5,15,85,50,90,0,65,90,60
50,15,30,70,50,85,0,0,85,60
50,0,40,50,40,70,40,40,40,50
40,40,50,70,50,50,60,60,15,60
50,50,50,50,50,50,50,50,50,50
80,50,80,90,2,50,40,5,1,50
50,50,60,70,60,30,50,50,40,60
99,99,99,99,99,99,99,99,99,99
5,75,90,75,75,40,70,75,35,85
50,50,55,60,20,40,50,70,30,80
60,50,50,50,40,85,45,45,75,60
95,30,15,50,40,85,35,15,75,45
50,50,85,50,40,60,0,85,60,70
65,50,50,97,75,10,72,75,52,97
5,75,45,30,10,40,60,55,30,20
50,50,50,60,30,70,50,0,50,50
0,75,80,80,85,5,97,95,0,70
30,90,40,50,50,40,45,35,80,85
40,50,30,50,40,85,15,15,70,70
90,97,70,97,70,97,0,70,97,97
50,50,40,60,60,85,0,50,50,60
50,50,40,60,60,50,40,60,40,70
40,70,70,70,40,70,60,60,40,70
15,50,15,30,0,40,30,15,40,50
0,40,50,60,50,2,30,60,40,97
15,75,75,75,75,0,80,70,40,60
15,97,97,85,50,85,40,50,85,85
5,85,65,75,70,10,75,80,25,97
99,99,99,99,99,99,99,99,99,99
50,50,50,70,50,50,30,70,50,50
50,70,40,50,40,50,50,15,50,65
40,50,50,60,50,70,30,30,60,70
60,0,85,60,50,85,40,60,15,75
60,40,65,70,40,60,50,50,70,85
40,50,30,97,50,60,15,30,70,97
90,40,30,70,40,85,30,15,90,90
0,97,70,97,60,0,60,70,15,70
15,50,30,50,15,85,0,40,40,75
0,97,97,50,0,50,50,50,15,30
70,0,50,70,30,70,0,30,60,70
70,50,40,60,50,50,50,85,70,97
30,50,50,50,15,40,50,60,40,60
0,0,0,0,0,60,0,0,97,0
99,99,99,99,99,99,99,99,99,99
20,97,90,90,50,5,97,90,1,50
40,70,60,60,60,60,60,60,50,85
0,97,87,50,50,10,85,95,30,50
70,50,0,85,50,85,0,0,60,60
50,95,85,65,55,51,85,55,15,85
50,97,40,50,50,50,50,0,40,40
75,70,70,75,70,65,50,85,70,97
60,50,60,85,85,60,60,60,60,70
60,50,40,85,70,90,40,50,70,70
0,50,50,75,60,35,55,80,30,97
85,0,30,70,30,70,0,0,70,97
50,75,15,60,25,70,50,85,70,90
99,99,99,99,99,99,99,99,99,99
80,0,40,70,40,40,60,60,40,85
0,15,40,60,50,0,60,70,5,30
99,99,99,99,99,99,99,99,99,99
50,50,50,97,70,97,15,30,97,50
15,65,80,90,80,35,65,75,45,97
40,50,30,60,50,75,15,20,70,70
90,20,30,50,30,75,15,0,60,50
80,0,25,75,25,50,50,97,30,60
50,60,70,85,70,0,85,85,50,97
15,85,85,85,60,40,85,85,70,60
60,50,0,85,50,60,0,15,15,85
45,78,76,50,30,86,45,76,0,15
40,50,40,70,50,50,40,60,40,70
50,50,70,85,50,60,70,80,15,97
70,50,30,50,50,60,15,0,60,70
96,0,88,74,0,0,99,99,0,50
50,50,50,67,40,70,35,45,45,70
50,70,50,70,50,85,50,40,85,97
50,50,50,50,40,70,15,0,40,70
50,50,70,70,50,75,15,50,50,60
0,75,60,60,40,40,50,65,55,55
90,45,70,85,65,65,90,70,70,85
10,60,10,50,40,50,10,15,60,60
40,85,70,85,40,85,30,0,60,65
50,85,60,85,50,50,70,60,40,40
50,50,50,75,50,70,40,0,40,85
50,0,0,50,0,0,0,0,0,40
99,99,99,99,99,99,99,99,99,99
40,40,50,75,25,50,50,50,25,40
60,85,40,97,50,85,60,30,70,97
5,80,70,80,50,5,80,80,60,70
99,99,99,99,99,99,99,99,99,99
97,50,50,97,85,97,50,60,97,85
50,50,50,97,50,70,40,70,60,40
15,85,40,97,70,40,60,50,70,85
10,60,25,35,35,55,5,10,55,75
70,0,60,0,0,80,0,50,60,0
70,40,40,50,40,60,50,60,40,50
75,15,40,60,50,60,0,10,60,70
99,99,99,99,99,99,99,99,99,99
50,50,70,75,50,45,50,70,50,95
60,70,50,85,70,70,60,70,50,70
75,0,50,97,30,50,30,99,50,60
50,70,85,70,70,60,50,85,70,50
15,70,50,70,30,85,0,60,80,40
70,50,15,50,50,50,10,15,65,40
50,50,50,70,50,0,70,85,15,60
97,0,0,30,0,90,0,0,85,60
0,60,60,60,15,50,15,0,40,97
99,99,99,97,99,99,99,85,50,97
50,50,50,50,50,30,50,50,50,40
85,40,15,60,15,85,15,15,60,85
50,50,50,50,50,45,75,30,35,95
50,40,50,30,30,50,50,50,30,70
50,50,50,97,60,50,15,0,15,30
50,10,50,40,5,50,50,60,15,20
40,50,40,60,50,55,1,1,80,70
45,50,40,50,45,60,25,37,57,70
50,50,70,70,50,40,50,70,30,85
0,70,60,60,60,0,60,50,10,50
40,50,55,50,40,40,40,55,30,50
0,50,50,60,50,40,40,0,50,85
97,50,50,85,15,70,40,60,50,50
50,0,70,70,50,50,80,50,80,40
97,85,85,97,97,97,60,60,97,97
50,50,50,70,60,99,50,50,30,85
60,0,15,70,60,40,0,50,50,90
15,60,60,60,50,40,60,70,50,70
50,85,85,97,85,85,40,50,60,97
50,50,70,85,70,55,70,55,60,85
10,0,10,50,50,15,50,90,40,97
0,97,70,85,85,50,70,70,15,85
97,0,50,70,30,85,25,0,60,40
0,85,85,70,70,15,60,50,0,85
99,99,99,99,99,99,99,99,99,99
70,70,70,70,60,60,60,85,0,85
50,45,25,50,40,50,1,0,50,30
15,50,50,50,50,30,60,30,50,50
0,85,97,70,50,60,50,50,40,50
65,2,45,50,40,70,30,30,75,70
30,60,40,60,30,85,15,15,70,30
50,50,50,60,40,70,40,50,50,50
15,95,60,90,60,0,75,60,15,60
60,50,90,50,15,30,50,85,65,80
40,70,50,70,40,50,70,97,0,85
60,0,30,50,40,60,0,30,40,50
85,30,10,50,10,85,0,10,40,40
0,90,97,60,25,20,80,40,15,50
15,85,60,70,50,30,60,60,30,70
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
30,85,50,50,15,15,0,50,0,15
40,50,40,60,60,70,50,50,40,60
50,80,50,80,40,90,10,1,80,85
70,50,65,70,50,52,58,68,60,61
50,50,50,70,10,80,30,50,70,50
70,65,10,70,40,75,5,30,60,60
70,30,50,70,50,97,0,0,40,70
97,90,97,97,90,89,85,89,90,97
50,50,50,50,50,70,40,40,50,70
60,30,15,85,50,70,15,40,60,97
99,50,50,85,40,50,50,30,50,70
99,99,99,99,99,99,99,99,99,50
70,0,0,70,40,90,0,40,30,85
85,35,10,15,15,97,0,1,85,15
10,97,97,97,90,0,95,90,10,75
50,70,50,50,20,75,40,10,90,70
45,50,10,55,35,60,10,55,20,70
85,15,15,70,40,85,0,0,50,60
99,99,99,99,99,99,99,99,99,99
60,50,60,85,50,60,50,50,50,50
95,30,10,85,80,90,10,10,85,70
75,15,25,75,40,75,25,10,85,75
60,60,68,75,55,50,54,50,52,60
40,60,30,40,30,50,60,60,50,60
30,50,60,50,60,40,70,60,50,70
