"id","country","age","gender","ses","religion","married","education","IGF01","IGF02","IGF03","IGF04","IGI01","IGI02","IGI03","IGI04","OGF01","OGF02","OGF03","OGF04","OGI01","OGI02","OGI03","OGI04","leadership01","leadership02","leadership03","leadership04","leadership05","leadership06","empathic_concern_01","empathic_concern_02","empathic_concern_03","perspective_taking_01","perspective_taking_02","perspective_taking_03","perspective_taking_04","history_discrimination","fight_outgroup","og_host_01","og_host_02","og_coop_01","og_coop_02","NegativeToPositive","HostileToFriendly","SuspiciousToTrusting","ContemptToRespect","ThreatenedToRelaxed","IGFusion","IGIdentification","OGFusion","OGIdentification"
"TZA75","Tanzania",24,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,6,5,5,7,6,7,6,2,3,1,5,3,3,2,1,5,6,3,4,6,7,1,6,7,6,5,6,6,3,4,5,2,7,3,6,6,3,7,7,5.75,5.33333333333333,2.75,3
"TZA76","Tanzania",40,"Female","Lower middle","Christian: Other","Married","High school or less",7,5,5,6,7,7,7,5,1,3,3,6,3,2,1,3,3,4,5,6,6,7,6,7,7,5,5,6,3,6,2,5,1,7,5,6,7,6,5,6,5.75,5.33333333333333,3.25,4
"TZA77","Tanzania",50,"Female","Upper middle","Christian: Protestant","Married","High school or less",7,5,6,7,7,5,7,5,3,2,3,6,1,3,1,2,5,4,6,7,6,7,5,7,7,5,3,6,2,3,4,2,1,7,5,7,6,6,6,4,6.25,6,3.5,3.66666666666667
"TZA78","Tanzania",51,"Female","Middle","Christian: Catholic","Married","High school or less",6,6,7,7,6,6,7,,7,5,5,5,3,3,2,1,5,5,5,3,6,7,6,7,6,5,6,7,7,5,2,,6,7,6,4,4,3,6,6,6.5,6.66666666666667,5.5,5
"TZA79","Tanzania",30,"Female","Middle","Christian: Other","Unmarried","High school or less",7,7,6,7,7,6,7,7,6,5,5,5,3,2,1,3,5,5,5,6,6,7,6,7,6,5,6,7,7,5,2,1,6,7,6,4,6,6,5,5,6.75,6.66666666666667,5.25,5
"TZA80","Tanzania",50,"Female","Upper middle","Christian: Catholic","Married","High school or less",7,6,6,7,7,7,6,6,7,5,5,3,3,2,1,3,6,5,5,2,6,7,7,6,7,5,6,7,3,1,4,3,5,6,7,6,5,6,7,2,6.5,6.33333333333333,5,4.33333333333333
"TZA81","Tanzania",40,"Female","Lower middle","Christian: Pentecostal","Married","High school or less",7,6,6,7,7,6,5,6,2,3,3,2,1,1,1,3,5,3,6,7,6,7,3,7,7,6,5,6,4,5,3,1,2,7,6,6,7,6,6,4,6.5,6.33333333333333,2.5,2.66666666666667
"TZA82","Tanzania",49,"Female","Middle","Christian: Catholic","Married","High school or less",6,7,6,7,6,7,7,7,2,1,2,2,2,1,2,1,1,2,6,2,6,6,6,6,6,6,6,6,2,6,6,6,6,2,1,1,1,1,1,1,6.5,6.66666666666667,1.75,1.66666666666667
"TZA83","Tanzania",37,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,6,7,6,6,7,6,,2,2,1,2,1,1,6,2,6,2,1,2,2,2,6,6,6,6,2,6,2,2,7,2,7,1,6,1,2,2,1,2,6.5,6.33333333333333,1.75,1.66666666666667
"TZA84","Tanzania",29,"Female","Middle","Spiritual not religious","Married","High school or less",7,7,6,7,6,6,6,7,6,5,5,5,7,,1,3,5,5,5,6,6,7,6,7,6,5,6,7,7,5,2,6,1,7,6,2,5,4,2,4,6.75,6.66666666666667,5.25,5
"TZA85","Tanzania",39,"Female","Middle","Christian: Catholic","Married","High school or less",6,6,6,2,7,7,7,7,2,6,6,7,1,2,2,2,5,5,5,6,6,7,6,7,6,5,6,7,7,6,2,6,6,2,6,3,4,3,5,6,5,4.66666666666667,5.25,6.33333333333333
"TZA86","Tanzania",52,"Female","Middle","Christian: Catholic","Married","High school or less",7,7,6,7,6,7,3,3,6,5,5,5,2,1,3,3,5,5,5,7,6,7,6,7,7,6,5,6,6,7,7,6,7,6,6,4,6,3,5,5,6.75,6.66666666666667,5.25,5
"TZA87","Tanzania",42,"Female","Middle","Christian: Catholic","Married","High school or less",6,6,6,7,6,7,6,3,5,5,5,7,3,1,2,3,5,5,5,6,6,7,6,1,6,7,5,7,7,5,1,6,2,7,6,7,7,3,6,1,6.25,6.33333333333333,5.5,5.66666666666667
"TZA88","Tanzania",37,"Female","Middle","Spiritual not religious","Married","High school or less",7,7,6,7,6,7,7,3,6,5,5,5,3,2,1,3,5,5,4,6,6,7,7,1,7,7,5,6,7,5,7,6,1,7,7,7,4,6,6,5,6.75,6.66666666666667,5.25,5
"TZA89","Tanzania",58,"Male","Middle","Christian: Catholic","Married","High school or less",6,7,6,7,6,7,7,7,2,1,2,1,2,2,2,2,1,2,2,6,6,2,6,6,6,6,6,6,6,6,7,7,6,2,2,1,1,1,1,1,6.5,6.66666666666667,1.5,1.33333333333333
"TZA90","Tanzania",32,"Female","Middle","Christian: Catholic","Married","High school or less",6,6,6,5,7,7,3,2,5,5,6,6,1,2,3,3,5,5,5,6,6,6,6,7,6,5,6,6,7,5,6,1,2,1,6,,4,6,6,5,5.75,5.66666666666667,5.5,5.66666666666667
"TZA91","Tanzania",28,"Male","Middle","Spiritual not religious","Unmarried","High school or less",6,6,7,5,7,6,6,6,2,1,2,2,2,1,2,1,2,1,2,2,6,6,7,7,7,6,6,7,4,7,6,6,7,1,2,1,1,1,1,1,6,6,1.75,1.66666666666667
"TZA92","Tanzania",29,"Male","Lower middle","Christian: Other","Unmarried","Other/unknown",7,6,5,6,6,6,7,6,2,3,2,6,3,1,2,3,7,1,6,5,7,3,6,7,7,6,5,6,3,6,6,7,5,5,3,2,6,6,6,1,6,5.66666666666667,3.25,3.66666666666667
"TZA93","Tanzania",48,"Male","Middle","Muslim: Shia","Married","Diploma",7,5,6,5,7,6,7,4,3,5,6,7,2,1,2,1,5,3,4,7,6,7,7,7,7,5,6,3,2,3,2,2,1,6,7,5,5,5,5,4,5.75,5.33333333333333,5.25,6
"TZA94","Tanzania",37,"Male","Lower middle","Christian: Other","Married","High school or less",6,7,7,6,1,7,6,3,2,1,3,3,3,3,3,3,7,6,4,2,6,4,5,7,7,6,4,5,5,5,7,7,6,1,4,1,1,1,1,4,6.5,6.66666666666667,2.25,2.33333333333333
"TZA95","Tanzania",25,"Female","Middle","Christian: Pentecostal","Unmarried","High school or less",6,7,5,6,7,7,7,6,1,1,1,2,5,1,1,2,1,3,4,7,7,7,7,7,7,5,6,7,6,2,2,5,1,7,6,7,7,4,7,7,6,6,1.25,1.33333333333333
"TZA96","Tanzania",55,"Male","Middle","Christian: Catholic","Married","High school or less",7,6,7,2,6,6,6,6,1,2,,6,2,1,1,2,1,2,1,6,6,1,7,1,7,7,7,3,3,6,7,6,6,2,1,1,1,1,7,1,5.5,5,,
"TZA97","Tanzania",39,"Male","Middle","Christian: Other","Married","High school or less",7,6,6,2,6,7,6,7,2,1,3,7,1,2,1,2,1,2,5,2,6,,7,7,7,7,7,7,7,7,6,6,7,1,2,1,1,1,1,1,5.25,4.66666666666667,3.25,3.66666666666667
"TZA98","Tanzania",26,"Female","Middle","Christian: Catholic","Unmarried","Bachelors",6,6,5,6,5,5,5,5,2,1,1,1,1,1,1,1,6,6,1,2,2,1,7,7,7,7,6,5,5,2,1,1,5,5,5,2,4,4,4,4,5.75,5.66666666666667,1.25,1
"TZA99","Tanzania",37,"Male","Lower middle","Christian: Catholic","Married","Diploma",7,5,6,7,5,5,6,7,2,1,1,2,1,3,2,1,5,5,2,6,7,7,7,7,7,6,5,6,2,2,1,1,3,6,6,7,7,6,7,4,6.25,6,1.5,1.33333333333333
"TZA100","Tanzania",30,"Male","Lower middle","Christian: Pentecostal","Married","Diploma",6,7,5,6,7,7,7,5,3,5,1,5,2,1,1,3,7,5,4,2,7,5,5,7,7,5,3,6,2,4,4,3,2,7,5,6,5,2,4,2,6,6,3.5,3.66666666666667
"TZA101","Tanzania",42,"Male","Lower middle","Christian: Protestant","Married","High school or less",7,6,5,7,7,7,7,6,3,6,2,6,5,1,2,5,5,3,4,6,7,6,7,7,7,5,3,6,5,1,4,3,4,7,6,7,7,6,7,6,6.25,6,4.25,4.66666666666667
"TZA102","Tanzania",24,"Male","Middle","Christian: Catholic","Married","Other/unknown",7,6,7,7,7,6,7,5,2,2,1,3,4,2,1,3,6,3,2,7,6,5,6,7,7,5,5,6,3,4,1,2,6,6,5,6,6,4,4,6,6.75,6.66666666666667,2,2
"TZA103","Tanzania",29,"Male","Middle","Christian: Pentecostal","Married","High school or less",7,7,7,7,7,7,7,7,2,2,2,2,1,1,1,1,7,6,7,7,7,1,1,6,2,7,7,7,7,1,2,2,3,2,7,4,4,4,4,4,7,7,2,2
"TZA104","Tanzania",58,"Male","Middle","Spiritual not religious","Married","High school or less",7,6,6,7,7,6,6,7,1,2,1,6,1,2,2,1,1,1,7,1,6,7,6,3,1,6,7,2,4,7,6,7,6,2,,1,1,1,1,1,6.5,6.33333333333333,2.5,3
"TZA105","Tanzania",72,"Male","Middle","Spiritual not religious","Married","Other/unknown",6,7,7,6,6,6,1,2,2,1,2,7,1,2,2,1,1,2,,6,,7,6,3,2,6,7,2,4,6,7,6,6,1,2,1,1,1,1,1,6.5,6.66666666666667,3,3.33333333333333
"TZA106","Tanzania",38,"Male","Lower middle","Christian: Other","Married","High school or less",7,5,6,7,7,5,7,6,1,2,2,1,2,3,1,2,5,3,4,6,7,6,7,7,7,6,5,6,3,1,2,2,3,7,6,2,3,2,6,2,6.25,6,1.5,1.66666666666667
"TZA107","Tanzania",32,"Male","Lower middle","Christian: Catholic","Married","High school or less",7,5,6,7,7,7,7,3,3,3,4,6,2,2,1,2,5,5,6,6,7,6,3,7,7,6,4,5,1,2,1,1,3,7,6,5,7,6,6,2,6.25,6,4,4.33333333333333
"TZA108","Tanzania",28,"Male","Lower middle","Christian: Other","Unmarried","High school or less",6,7,5,7,7,6,7,5,2,1,2,2,3,1,1,3,2,6,7,6,7,5,3,7,7,5,3,6,7,5,1,1,2,7,5,4,4,5,7,7,6.25,6.33333333333333,1.75,1.66666666666667
"TZA109","Tanzania",32,"Male","Middle","Spiritual not religious","Married","High school or less",6,6,7,2,7,6,6,6,1,2,1,6,2,1,2,7,,6,6,6,7,7,1,2,6,6,6,2,2,2,7,1,2,2,6,1,1,1,1,1,5.25,5,2.5,3
"TZA110","Tanzania",46,"Male","Lower middle","Christian: Pentecostal","Married","High school or less",7,6,6,7,5,6,7,6,1,1,2,1,3,2,2,3,3,2,2,7,5,6,5,7,7,5,5,6,6,6,3,7,5,5,5,5,2,6,6,2,6.5,6.33333333333333,1.25,1.33333333333333
"TZA111","Tanzania",43,"Male","Lower middle","Spiritual not religious","Married","Other/unknown",7,6,7,6,6,7,6,6,2,2,1,2,2,1,1,2,6,2,1,6,2,2,6,6,6,6,2,6,2,2,7,2,7,1,6,1,1,1,1,1,6.5,6.33333333333333,1.75,1.66666666666667
"TZA112","Tanzania",28,"Male","Lower middle","Christian: Other","Married","High school or less",6,7,7,6,6,7,7,6,1,2,3,1,1,3,3,3,7,6,5,2,6,4,5,7,7,6,4,5,5,5,7,7,6,1,4,1,1,1,1,1,6.5,6.66666666666667,1.75,2
"TZA113","Tanzania",52,"Male","Middle","Spiritual not religious","Married","Other/unknown",6,7,7,2,7,6,6,3,1,1,3,7,3,3,1,3,7,6,4,2,6,4,5,7,7,6,4,5,5,5,7,7,6,1,4,1,1,1,1,1,5.5,5.33333333333333,3,3.66666666666667
"TZA114","Tanzania",27,"Male","Middle","Christian: Protestant","Unmarried","Bachelors",3,3,2,3,3,4,4,3,4,4,4,3,4,4,3,4,6,5,4,4,4,4,3,5,4,4,3,4,4,4,4,4,4,3,3,5,4,4,3,6,2.75,2.66666666666667,3.75,3.66666666666667
"TZA115","Tanzania",47,"Male","Lower middle","Christian: Other","Married","High school or less",6,7,6,6,7,6,6,6,1,2,1,2,2,2,2,2,,6,3,7,6,7,5,2,7,6,4,4,6,6,6,7,6,2,7,1,1,1,1,1,6.25,6.33333333333333,1.5,1.66666666666667
"TZA116","Tanzania",50,"Male","Upper middle","Christian: Pentecostal","Married","Other/unknown",5,6,6,6,5,5,5,6,2,2,2,2,1,1,1,1,7,6,5,4,6,6,1,6,5,6,6,7,5,5,1,5,5,7,6,3,3,3,4,3,5.75,6,2,2
"TZA117","Tanzania",29,"Male","Lower middle","Other","Married","High school or less",7,6,5,7,7,7,7,6,1,3,2,7,3,1,2,5,4,3,3,5,6,7,6,1,7,5,4,5,3,1,2,4,3,6,5,6,5,5,5,7,6.25,6,3.25,4
"TZA118","Tanzania",29,"Female","Upper middle","Christian: Pentecostal","Unmarried","Bachelors",6,6,6,6,6,6,6,6,6,,4,4,4,4,5,4,5,5,2,1,7,1,2,6,4,6,4,5,6,,2,3,3,6,4,4,5,5,5,7,6,6,,
"TZA119","Tanzania",42,"Male","Middle","Christian: Catholic","Unmarried","High school or less",7,7,7,7,7,7,7,5,6,1,1,1,1,1,1,1,7,6,5,5,4,7,7,1,7,6,2,7,2,7,2,7,7,7,5,4,5,2,6,4,7,7,2.25,1
"TZA120","Tanzania",40,"Male","Middle","Christian: Protestant","Other","Diploma",3,4,,3,4,3,4,4,,5,,3,2,2,4,,6,5,,4,4,2,4,6,6,5,3,1,4,3,3,7,4,1,2,4,4,4,4,4,,,,
"TZA121","Tanzania",29,"Male","Lower middle","Other","Unmarried","Other/unknown",5,5,5,5,3,5,5,5,3,3,3,3,3,3,3,3,5,5,3,5,5,3,3,7,6,6,6,5,5,3,3,3,3,3,3,4,5,5,5,4,5,5,3,3
"TZA122","Tanzania",30,"Male","Middle","Christian: Catholic","Unmarried","High school or less",5,5,6,6,6,5,6,6,5,1,6,6,2,3,3,5,5,6,6,6,6,6,5,2,3,5,5,6,6,3,2,3,3,6,6,3,3,2,3,3,5.5,5.66666666666667,4.5,4.33333333333333
"TZA123","Tanzania",28,"Female","Upper middle","Christian: Protestant","Unmarried","Masters or above",7,6,6,7,7,6,6,5,7,6,6,6,5,5,5,4,7,6,6,4,6,6,7,1,6,6,5,5,6,6,7,7,7,7,7,4,5,5,4,5,6.5,6.33333333333333,6.25,6
"TZA124","Tanzania",38,"Female","Middle","Christian: Other","Unmarried","Bachelors",4,4,4,4,1,1,4,4,2,2,2,1,1,1,1,1,6,6,6,4,4,4,7,7,1,7,5,7,2,2,1,4,4,6,5,5,6,6,7,6,4,4,1.75,1.66666666666667
"TZA125","Tanzania",28,"Male","Middle","Muslim: Shia","Married","Other/unknown",7,7,7,7,1,1,1,6,7,7,7,7,6,6,6,6,7,7,6,7,6,6,4,1,6,3,6,6,6,5,1,5,5,7,7,6,6,6,6,6,7,7,7,7
"TZA126","Tanzania",41,"Male","Middle","Christian: Protestant","Other","High school or less",1,7,6,5,6,6,6,6,2,3,2,,1,2,1,1,7,6,5,7,3,2,7,7,4,6,6,6,6,,2,1,6,5,5,4,4,5,,3,4.75,6,,
"TZA127","Tanzania",30,"Male","Lower middle","Christian: Catholic","Married","High school or less",6,7,7,6,6,6,6,6,5,4,4,5,5,5,5,5,6,5,5,6,7,5,5,7,3,5,5,6,5,4,4,4,4,3,3,4,4,4,4,4,6.5,6.66666666666667,4.5,4.33333333333333
"TZA128","Tanzania",56,"Male","Middle","Christian: Catholic","Married","Diploma",6,6,6,,5,6,6,6,7,,6,,,5,6,6,7,6,6,7,7,7,,,,,,,,6,7,5,6,6,6,6,6,6,6,6,,,,
"TZA129","Tanzania",53,"Male","Lower middle","Christian: Protestant","Married","Other/unknown",5,5,6,5,5,,6,2,6,,4,6,2,2,2,2,6,6,6,6,6,1,6,3,6,,6,5,6,6,7,7,7,6,6,6,6,6,6,6,5.25,5.33333333333333,,
"TZA130","Tanzania",22,"Female","Middle","Spiritual not religious","Unmarried","High school or less",7,7,7,7,7,7,7,7,2,2,2,2,,2,2,2,5,7,2,5,5,5,7,7,5,7,7,7,7,7,7,7,7,2,2,1,6,2,6,6,7,7,2,2
"TZA131","Tanzania",35,"Male","Middle","Spiritual not religious","Unmarried","High school or less",3,5,2,6,2,5,6,4,3,5,4,6,1,4,6,3,3,2,2,4,5,5,3,4,6,4,4,3,4,2,6,3,5,3,4,3,3,2,6,4,4,4.33333333333333,4.5,5
"TZA132","Tanzania",36,"Female","Middle","Christian: Protestant","Unmarried","High school or less",6,6,6,6,6,6,6,,1,1,1,1,2,2,1,1,7,6,6,2,2,7,6,3,5,6,5,6,5,1,2,1,1,6,6,7,6,2,6,7,6,6,1,1
"TZA133","Tanzania",47,"Female","Lower middle","Christian: Pentecostal","Married","High school or less",7,7,7,6,6,6,6,6,2,2,2,2,1,1,1,1,7,7,1,1,7,7,6,2,6,5,6,5,5,1,1,1,1,6,6,3,3,4,6,6,6.75,6.66666666666667,2,2
"TZA134","Tanzania",65,"Female","Upper middle","Christian: Protestant","Married","Other/unknown",7,7,7,7,7,7,7,7,1,1,1,1,2,2,2,2,6,6,6,7,7,7,5,3,4,5,4,5,5,6,6,7,6,7,7,5,5,5,5,5,7,7,1,1
"TZA135","Tanzania",30,"Female","Middle",,"Married","Other/unknown",5,7,6,6,6,5,6,6,5,2,1,3,5,5,3,2,6,6,5,6,5,2,4,7,5,5,6,7,6,6,5,4,6,5,5,4,5,2,5,4,6,6.33333333333333,2.75,2
"TZA136","Tanzania",51,"Female","Middle","Christian: Protestant","Married","High school or less",7,7,7,7,7,7,6,6,1,1,1,1,1,1,1,1,7,7,7,1,1,1,6,2,5,6,6,1,1,5,1,1,1,5,5,6,6,6,6,6,7,7,1,1
"TZA137","Tanzania",52,"Male","Lower middle","Christian: Pentecostal","Married","High school or less",6,6,6,6,7,7,6,6,1,1,6,6,2,1,2,2,7,6,2,2,6,6,5,3,6,5,5,6,5,2,1,2,3,6,2,6,5,6,6,6,6,6,3.5,4.33333333333333
"TZA138","Tanzania",34,"Male","Middle","Christian: Catholic","Unmarried","High school or less",6,6,7,7,7,7,7,6,1,1,1,1,2,2,2,1,6,7,7,2,2,2,6,2,6,6,6,6,5,6,2,6,2,6,6,3,7,7,7,7,6.5,6.66666666666667,1,1
"TZA139","Tanzania",45,"Male","Middle","Muslim: Sunni","Married","High school or less",6,7,7,6,7,7,7,7,2,2,2,2,2,2,2,2,7,7,7,2,7,2,5,3,6,6,5,6,6,2,2,2,2,6,6,6,5,6,5,6,6.5,6.66666666666667,2,2
"TZA140","Tanzania",22,"Male","Lower middle","Muslim: Shia","Unmarried","High school or less",6,6,7,7,5,5,6,6,5,5,3,4,5,5,5,2,7,5,5,5,3,2,3,6,5,4,5,5,6,3,4,2,5,5,5,4,5,4,5,4,6.5,6.66666666666667,4.25,4
"TZA141","Tanzania",64,"Male","Middle","Christian: Pentecostal","Married","Bachelors",7,7,7,7,7,7,7,7,1,2,1,1,1,1,1,1,7,7,6,4,7,2,7,6,6,7,7,7,6,4,2,3,6,2,4,4,3,2,2,2,7,7,1.25,1.33333333333333
"TZA142","Tanzania",25,"Female","Middle","Christian: Catholic","Unmarried","Other/unknown",5,5,5,5,5,5,5,5,5,4,4,5,4,4,6,4,5,2,4,6,6,2,7,7,5,7,7,6,6,4,4,4,4,5,5,6,6,6,7,7,5,5,4.5,4.33333333333333
"TZA143","Tanzania",29,"Male","Middle","Christian: Catholic","Unmarried","High school or less",7,6,6,6,6,6,6,6,5,5,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,3,2,3,3,3,3,2,4,3,4,4,6.25,6,3.5,3
"TZA144","Tanzania",28,"Male","Middle","Christian: Catholic","Unmarried","High school or less",2,1,4,3,4,7,6,5,6,5,6,4,4,5,3,5,6,2,4,6,3,1,,,,,,,,4,5,7,5,6,5,2,4,2,4,6,2.5,2.66666666666667,5.25,5
"TZA145","Tanzania",23,"Male","Middle","Christian: Catholic","Unmarried","High school or less",1,7,7,7,7,7,7,7,1,1,2,1,6,,5,5,6,3,2,5,2,5,6,7,5,5,,3,5,1,1,5,1,5,5,5,5,5,5,3,5.5,7,1.25,1.33333333333333
"TZA146","Tanzania",35,"Male","Lower middle","Muslim: Shia","Married","High school or less",2,1,2,1,6,7,6,7,2,1,2,1,1,2,4,4,2,1,2,6,1,6,7,1,6,2,6,7,6,6,6,7,2,1,2,1,1,1,1,1,1.5,1.33333333333333,1.5,1.33333333333333
"TZA147","Tanzania",34,"Male","Middle",,"Unmarried","Other/unknown",5,5,7,7,7,6,7,7,3,2,2,2,2,2,5,1,6,5,6,7,6,5,4,7,6,5,4,6,6,2,1,2,3,4,6,5,5,5,6,6,6,6.33333333333333,2.25,2
"TZA148","Tanzania",34,"Male","Middle","Muslim: Shia","Married","High school or less",5,6,7,3,6,6,6,6,5,2,2,2,2,6,2,2,5,6,6,6,7,6,6,6,6,5,6,6,6,2,2,2,2,5,6,4,7,6,4,4,5.25,5.33333333333333,2.75,2
"TZA149","Tanzania",30,"Male","Middle","Muslim: Shia","Married","High school or less",5,6,,6,6,6,6,6,3,2,2,2,2,6,2,2,7,6,6,6,7,6,6,6,6,5,6,6,6,2,2,2,2,5,6,4,7,6,4,4,,,2.25,2
"TZA150","Tanzania",30,"Male","Middle","Christian: Catholic","Unmarried","Other/unknown",6,7,7,7,6,5,7,7,2,1,1,1,5,3,4,2,7,6,5,4,6,6,6,7,7,7,7,7,7,5,3,2,4,5,5,4,5,4,5,4,6.75,7,1.25,1
"TZA151","Tanzania",18,"Female","Middle","Christian: Pentecostal","Unmarried","High school or less",4,4,5,6,6,4,7,5,2,1,3,3,2,3,2,1,3,4,1,5,6,2,6,7,5,4,6,7,5,4,2,4,4,4,6,4,5,6,4,4,4.75,5,2.25,2.33333333333333
"TZA152","Tanzania",23,"Female","Middle",,"Unmarried","Other/unknown",6,6,6,7,6,6,7,7,4,4,4,3,4,4,3,3,5,4,,2,1,1,5,7,5,1,3,5,5,6,4,4,4,1,6,4,5,4,4,4,6.25,6.33333333333333,3.75,3.66666666666667
"TZA153","Tanzania",40,"Female","Middle","Christian: Pentecostal","Unmarried","Diploma",7,7,7,7,7,7,7,6,4,1,1,1,5,5,4,2,5,7,4,7,1,1,7,7,6,5,5,6,5,4,5,4,4,5,6,2,5,1,7,5,7,7,1.75,1
"TZA154","Tanzania",34,"Female","Upper middle","Muslim: Shia","Married","High school or less",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,2,3,6,,2,2,7,7,7,7,7,7,7,6,6,2,6,1,2,1,1,1,1,1,7,7,1,1
"TZA155","Tanzania",33,"Male","Middle","Muslim: Shia","Unmarried","High school or less",5,5,5,6,6,6,6,6,3,2,2,5,5,5,5,2,2,5,5,5,6,5,3,2,6,7,6,7,7,5,6,,6,6,5,6,6,6,5,4,5.25,5.33333333333333,3,3
"TZA156","Tanzania",29,"Female","Middle","Muslim: Sunni","Unmarried","High school or less",6,6,6,6,7,7,7,,2,2,2,2,2,1,1,2,6,6,7,2,3,7,5,3,6,6,5,5,5,2,2,7,2,7,2,5,6,6,6,6,6,6,2,2
"TZA157","Tanzania",26,"Male","Upper","Christian: Pentecostal","Unmarried","High school or less",7,7,2,7,7,7,7,7,3,3,1,1,1,1,5,1,7,6,6,5,2,2,5,7,6,5,5,7,6,1,1,1,1,1,5,5,5,5,5,6,5.75,5.33333333333333,2,1.66666666666667
"TZA158","Tanzania",42,"Female","Middle","Christian: Protestant","Married","High school or less",4,4,5,4,5,4,4,4,4,4,,4,4,4,4,4,6,6,,2,3,2,4,2,5,4,4,6,4,4,4,,4,2,4,4,5,4,4,4,4.25,4.33333333333333,,
"TZA159","Tanzania",32,"Male","Lower middle","Christian: Catholic","Unmarried","Other/unknown",6,6,7,7,6,6,6,6,2,2,2,2,2,2,2,2,6,7,6,7,1,1,6,3,6,6,5,5,5,1,2,1,1,7,7,5,4,5,5,4,6.5,6.66666666666667,2,2
"TZA160","Tanzania",31,"Male","Upper","Christian: Catholic","Unmarried","High school or less",7,7,6,7,7,7,7,7,1,2,2,1,1,2,2,1,5,5,5,3,3,5,5,5,5,6,6,6,5,5,5,6,5,2,3,1,1,1,1,2,6.75,6.66666666666667,1.5,1.66666666666667
"TZA161","Tanzania",30,"Male","Middle","Christian: Catholic","Other","Other/unknown",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,2,6,6,6,6,6,1,2,2,2,1,1,6,5,5,5,5,7,7,1,1
"TZA162","Tanzania",28,"Male","Middle","Muslim: Sunni","Unmarried","Diploma",6,6,6,6,7,7,7,7,2,2,2,2,1,1,1,1,6,6,6,6,6,6,6,2,6,6,6,6,6,6,2,2,2,6,6,6,6,6,6,6,6,6,2,2
"TZA163","Tanzania",49,"Male","Middle","Muslim: Sunni","Married","High school or less",6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,2,2
"TZA164","Tanzania",40,"Female","Middle","Christian: Other","Married","High school or less",6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,2,2
"TZA165","Tanzania",58,"Female","Middle","Christian: Protestant","Unmarried","Other/unknown",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,2,6,6,6,6,6,6,7,6,7,6,6,6,6,6,6,6,7,7,1,1
"TZA166","Tanzania",24,"Male","Middle","Muslim: Sunni","Unmarried","Bachelors",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1,1
"TZA167","Tanzania",46,"Male","Middle","Other","Married","High school or less",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,6,7,7,7,7,1,6,2,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,7,7,1,1
"TZA168","Tanzania",25,"Female","Middle","Christian: Pentecostal","Unmarried","Other/unknown",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,6,6,6,6,6,7,6,2,6,7,7,7,6,7,7,7,6,7,7,6,6,6,5,7,7,7,1,1
"TZA169","Tanzania",29,"Male","Middle","Muslim: Sunni","Other","High school or less",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,7,1,1
"TZA170","Tanzania",28,"Male","Middle","Christian: Catholic","Other","High school or less",4,6,6,6,6,6,6,6,4,4,4,2,4,4,4,4,7,,,7,7,7,5,5,5,5,5,6,6,4,4,4,4,6,6,7,7,7,7,7,5.5,6,3.5,3.33333333333333
"TZA171","Tanzania",22,"Female","Middle","Christian: Pentecostal","Unmarried","High school or less",7,7,6,7,6,7,6,6,1,2,2,2,2,5,5,2,5,6,6,6,4,5,7,6,7,6,6,6,7,2,5,2,2,5,5,5,6,5,5,6,6.75,6.66666666666667,1.75,2
"TZA172","Tanzania",32,"Male","Middle","Christian: Protestant","Unmarried","High school or less",2,6,7,,6,6,7,,,2,2,2,2,2,2,2,6,6,7,6,6,7,6,6,6,6,6,6,6,2,2,2,2,6,6,4,4,4,4,4,,,,2
"TZA173","Tanzania",18,"Male","Middle","Christian: Catholic","Unmarried","High school or less",7,7,6,6,7,7,6,6,2,3,3,2,2,5,3,2,5,6,6,3,5,3,6,6,5,5,6,6,5,3,2,3,3,5,5,4,7,1,1,1,6.5,6.33333333333333,2.5,2.66666666666667
"TZA174","Tanzania",38,"Female","Middle","Christian: Catholic","Married","High school or less",7,6,6,6,7,7,7,7,2,3,3,1,2,4,5,1,6,5,5,5,5,5,5,6,6,6,5,6,5,2,3,2,3,5,5,5,6,5,6,6,6.25,6,2.25,2.33333333333333
